timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2025-06-01T14:32:30.203747,-0.067871094,-0.055664063,1.011474609,2.709923664,2.687022901,-0.045801527
2025-06-01T14:32:30.709073,0.047851563,0.002441406,1.196533203,2.27480916,2.190839695,-3.679389313
2025-06-01T14:32:31.214360,0.111083984,0.034179688,1.041503906,1.389312977,3.534351145,-3.34351145
2025-06-01T14:32:31.719665,-0.019042969,-0.064697266,0.968505859,2.198473282,1.717557252,-1.816793893
2025-06-01T14:32:32.225266,-0.086914063,-0.017089844,0.989257813,3.007633588,2.778625954,-1.564885496
2025-06-01T14:32:32.731244,-0.088134766,-0.059570313,1.204345703,2.175572519,1.541984733,-3.534351145
2025-06-01T14:32:33.236812,-0.161621094,0.064453125,0.825195313,1.099236641,2.618320611,-2.847328244
2025-06-01T14:32:33.742132,-0.062255859,-0.000244141,0.96875,1.72519084,2.900763359,-3.030534351
2025-06-01T14:32:34.247397,-0.044677734,-0.013916016,0.895751953,1.129770992,2.045801527,-3.06870229
2025-06-01T14:32:34.752665,-0.057861328,-0.049560547,1.101806641,1.916030534,3.061068702,-2.496183206
2025-06-01T14:32:35.258483,0.068847656,-0.086669922,1.060546875,2.114503817,2.740458015,-2.473282443
2025-06-01T14:32:35.763892,-0.157958984,-0.087158203,0.977539063,1.648854962,2.27480916,-3.41221374
2025-06-01T14:32:36.269714,-0.083007813,-0.063720703,0.958007813,1.335877863,2.717557252,-2.152671756
2025-06-01T14:32:36.774966,0.022216797,-0.041992188,1.056396484,1.633587786,2.450381679,-2.72519084
2025-06-01T14:32:37.280294,-0.158935547,-0.083007813,0.951660156,1.236641221,2.870229008,-2.900763359
2025-06-01T14:32:37.785565,-0.049316406,-0.019287109,1.15234375,1.34351145,2.442748092,-2.183206107
2025-06-01T14:32:38.290816,-0.079101563,-0.056640625,0.926025391,2.503816794,3.557251908,-3.045801527
2025-06-01T14:32:38.796089,-0.059814453,-0.079101563,1.223632813,2.374045802,2.641221374,-3.41221374
2025-06-01T14:32:39.301309,-0.108398438,-0.135253906,1.086669922,1.450381679,2.198473282,-3.328244275
2025-06-01T14:32:39.807217,0.03125,-0.052001953,1.188476563,1.763358779,2.320610687,-3.595419847
2025-06-01T14:32:40.312788,0.045166016,-0.064208984,1.080322266,2.083969466,2.129770992,-2.511450382
2025-06-01T14:32:40.818258,-0.250732422,0.051269531,0.910888672,1.20610687,1.984732824,-2.229007634
2025-06-01T14:32:41.323653,0.050292969,0.045166016,1.106689453,0.740458015,2.129770992,-2.671755725
2025-06-01T14:32:41.828953,-0.019042969,0.057373047,1.066650391,2.13740458,1.648854962,-3.816793893
2025-06-01T14:32:42.334271,-0.115478516,-0.000488281,1.087890625,2.091603053,2.961832061,-2.687022901
2025-06-01T14:32:42.839555,-0.140380859,0.035888672,0.903320313,1.511450382,5.488549618,-2.419847328
2025-06-01T14:32:43.345461,-0.089599609,-0.087646484,1.179199219,2.396946565,2.557251908,-2.305343511
2025-06-01T14:32:43.851000,-0.088867188,-0.037597656,1.098144531,1.229007634,1.801526718,-2.396946565
2025-06-01T14:32:44.356450,0.031494141,-0.037353516,1.164306641,1.763358779,3.854961832,-2.839694656
2025-06-01T14:32:44.861691,-0.008300781,-0.045166016,0.970703125,2.183206107,2.419847328,-1.129770992
2025-06-01T14:32:45.366975,-0.093994141,0.008789063,1.013671875,2.534351145,1.129770992,-1.213740458
2025-06-01T14:32:45.872234,-0.059082031,-0.049316406,1.102294922,0.083969466,3.251908397,-2.152671756
2025-06-01T14:32:46.377466,-0.074462891,-0.077636719,1.174560547,1.34351145,2.717557252,-2.770992366
2025-06-01T14:32:46.885038,-0.116699219,-0.058349609,1.124511719,2.549618321,2.519083969,-2.778625954
2025-06-01T14:32:47.391279,-0.086669922,-0.059570313,0.948974609,1.755725191,3.748091603,-2.86259542
2025-06-01T14:32:47.896556,0.086425781,-0.098876953,1.078125,2.427480916,3.778625954,-2.633587786
2025-06-01T14:32:48.402432,0.010009766,-0.063720703,1.159179688,1.778625954,3.549618321,-3.732824427
2025-06-01T14:32:48.907710,0.114501953,-0.061523438,1.116455078,1.526717557,2.832061069,-3.442748092
2025-06-01T14:32:49.412982,-0.067382813,-0.038818359,1.093505859,2.106870229,3.114503817,-2.198473282
2025-06-01T14:32:49.918293,0.006347656,0.043212891,1.0625,1.709923664,1.786259542,-0.007633588
2025-06-01T14:32:50.423654,-0.026123047,-0.018554688,1.106689453,0.053435115,2.641221374,-2.167938931
2025-06-01T14:32:50.928928,-0.105224609,-0.099365234,0.989990234,1.893129771,2.969465649,-3.358778626
2025-06-01T14:32:51.436494,0.043212891,0.058105469,1.06640625,2.175572519,2.72519084,-2.213740458
2025-06-01T14:32:51.941996,-0.085205078,-0.120117188,1.029785156,1.770992366,2.992366412,-2.809160305
2025-06-01T14:32:52.447252,-0.040283203,-0.114746094,1.110595703,1.961832061,2.213740458,-3.312977099
2025-06-01T14:32:52.952534,-0.093994141,-0.025146484,1.009521484,1.740458015,2.221374046,-2.633587786
2025-06-01T14:32:53.457852,-0.111328125,-0.015380859,1.112060547,2.366412214,2.648854962,-2.358778626
2025-06-01T14:32:53.963266,-0.068359375,-0.081054688,1.191650391,1.679389313,2.664122137,-2.053435115
2025-06-01T14:32:54.468531,-0.006347656,-0.016113281,1.011474609,2.251908397,2.625954198,-2.641221374
2025-06-01T14:32:54.974091,-0.258789063,-0.035888672,0.855224609,1.122137405,2.732824427,-3.549618321
2025-06-01T14:32:55.479625,0.010009766,0.017578125,1.094482422,2.396946565,0.221374046,-2.34351145
2025-06-01T14:32:55.984968,-0.043945313,0.022705078,0.917480469,1.740458015,0.030534351,-2.114503817
2025-06-01T14:32:56.490235,0.037841797,0.015380859,1.166503906,2.740458015,1.954198473,-2.190839695
2025-06-01T14:32:56.995508,-0.049072266,-0.052246094,1.083251953,1.870229008,3.236641221,-4.160305344
2025-06-01T14:32:57.500850,-0.028320313,-0.017578125,1.181884766,1.290076336,2.977099237,-3.267175573
2025-06-01T14:32:58.006336,-0.07421875,-0.00390625,1.165771484,2.198473282,2.893129771,-2.145038168
2025-06-01T14:32:58.513929,0.060302734,0.041259766,1.198486328,1.358778626,4.748091603,-3.679389313
2025-06-01T14:32:59.019835,0.180908203,-0.095703125,1.084960938,1.259541985,2.053435115,-4.083969466
2025-06-01T14:32:59.525257,-0.033691406,-0.094238281,0.913574219,2.083969466,3.648854962,-3.045801527
2025-06-01T14:33:00.030521,0.029541016,-0.036132813,1.072265625,1.160305344,2.633587786,-2.832061069
2025-06-01T14:33:00.535777,-0.087402344,-0.021484375,0.948486328,0.717557252,1.488549618,-1.290076336
